"sect","title","authors","views","issue","year","page_order"
"Primary Article","Modeling Marked Point Processes via Bivariate Mixture Transition Distribution Models","Mohamed Yusuf Hassan#Keh-Shin Lii",52,475,2006,38
"Primary Article","Distribution of Runs and Longest RunsA New Generating Function Approach","Yong Kong",80,475,2006,39
"Primary Article","Robust M Tests Without Consistent Estimation of the Asymptotic Covariance Matrix","Chung-Ming Kuan#Wei-Ming Lee",77,475,2006,40
"Primary Article","Doubly Robust Estimation of the Area Under the Receiver-Operating Characteristic Curve in the Presence of Verification Bias","Andrea Rotnitzky#David Faraggi#Enrique Schisterman",109,475,2006,41
"Primary Article","Tests of Spatial Randomness Adjusted for an InhomogeneityA General Framework","Martin Kulldorff",207,475,2006,42
"Book Review","Book Reviews","",25,475,2006,43
"Book Review","Models for Discrete Longitudinal Data","John Williamson",67,475,2006,44
"Book Review","Fixed Effects Regression Methods for Longitudinal Data Using SAS","John M Neuhaus",94,475,2006,45
"Book Review","Nonparametric and Semiparametric Models","Paul Speckman",71,475,2006,46
"Book Review","Generalized Method of Moments","Rosario Dell'Aquila",100,475,2006,47
"Book Review","Analysis of Variance for Random Models: Theory, Methods, Applications, and Data Analysis, Vol. 1: Balanced Data, Analysis of Variance for Random Models: Theory, Methods, Applications, and Data Analysis, Vol. 2: Unbalanced Data.","James G Booth",30,475,2006,48
"Book Review","Analysis of Variance for Random Models: Theory, Methods, Applications, and Data Analysis, Vol. 1: Balanced Data,  Analysis of Variance for Random Models: Theory, Methods, Applications, and Data Analysis, Vol. 2: Unbalanced Data","James G Booth",36,475,2006,49
"Book Review","Survey Methodology","Sarah M Nusser",156,475,2006,50
"Book Review","Environmental Statistics: Methods and Applications","Christopher K Wikle",39,475,2006,51
"Book Review","Analysis and Modelling of Spatial Environmental Data","Stephan R Sain",52,475,2006,52
"Book Review","Statistical Methods in Molecular Evolution","Marek Kimmel",33,475,2006,53
"Book Review","Bayesian Nonparametrics via Neural Networks","Malay Ghosh",52,475,2006,54
"Book Review","Contemporary Bayesian Econometrics and Statistics","Thomas Otter",50,475,2006,55
"Book Review","Multivariate Bayesian Statistics: Models for Source Separation and Signal Unmixing","Christopher Genovese",39,475,2006,56
"Book Review","Financial Modelling With Jump Processes","N. H Bingham",133,475,2006,57
"Book Review","Insurance Risk and Ruin","Hanspeter Schmidli",72,475,2006,58
"Book Review","Flowgraph Models for Multistate Time-to-Event Data","John P Klein",34,475,2006,59
"Book Review","An Introduction to Statistical Signal Processing","Rudolf H Riedi",30,475,2006,60
"Book Review","Random Graphs for Statistical Pattern Recognition","Alan F Karr",43,475,2006,61
"Book Review","Applied Data Mining: Statistical Methods for Business and Industry","Richard J Cleary",47,475,2006,62
"Book Review","Telegraphic Reviews","",33,475,2006,63
"Primary Article","Correction","",29,475,2006,64
"Primary Article","How Many People Do You Know in Prison?Using Overdispersion in Count Data to Estimate Social Structure in Networks","Tian Zheng#Matthew J Salganik#Andrew Gelman",327,474,2006,1
"Primary Article","Conditional Inference Methods for Incomplete Poisson Data With Endogenous Time-Varying CovariatesEmergency Department Use Among HIV-Infected Women","Jason Roy#Don Alderson#Joseph W Hogan#Karen T Tashima",67,474,2006,2
"Primary Article","A Bayesian Approach for Clustered Longitudinal Ordinal Outcome With Nonignorable Missing DataEvaluation of an Asthma Education Program","Niko A Kaciroti#Trivellore E Raghunathan#M. Anthony Schork#Noreen M Clark#Molly Gong",122,474,2006,3
"Primary Article","Assessing Evidence Inconsistency in Mixed Treatment Comparisons","Guobing Lu#A. E Ades",735,474,2006,4
"Primary Article","Specifying and Implementing Nonparametric and Semiparametric Survival Estimators in Two-Stage (Nested) Cohort Studies With Missing Case Data","Steven D Mark#Hormuzd A Katki",111,474,2006,5
"Primary Article","Forecasting Cause-Age Specific Mortality Using Two Random Processes","Yousung Park#Jai Won Choi#Hee-Young Kim",66,474,2006,6
"Primary Article","Advanced Distribution Theory for SiZer","J Hannig#J. S Marron",80,474,2006,7
"Primary Article","Multicategory ψ-Learning","Yufeng Liu#Xiaotong Shen",92,474,2006,8
"Primary Article","Analysis of Failure Time Data Arising From Studies With Alternating Treatment Schedules","Beth Ann Griffin#Stephen Lagakos",46,474,2006,9
"Primary Article","Bootstrap Approximations in Model Checks for Binary Data","Gerhard Dikta#Marsel Kvesic#Christian Schmidt",68,474,2006,10
"Primary Article","Goodness-of-Fit Tests for Linear and Nonlinear Time Series Models","J. Carlos Escanciano",150,474,2006,11
"Primary Article","Bent-Cable Regression Theory and Applications","Grace Chiu#Richard Lockhart#Richard Routledge",111,474,2006,12
"Primary Article","Optimal Model Assessment, Selection, and Combination","Xiaotong Shen#Hsin-Cheng Huang",185,474,2006,13
"Primary Article","Incorporating Additional Information to Normal Linear Discriminant Rules","Miguel A Fernández#Cristina Rueda#Bonifacio Salvador",46,474,2006,14
"Primary Article","Random Forests and Adaptive Nearest Neighbors","Yi Lin#Yongho Jeon",458,474,2006,15
"Primary Article","Semiparametric Normal Transformation Models for Spatially Correlated Survival Data","Yi Li#Xihong Lin",138,474,2006,16
"Primary Article","Non-Gaussian Bayesian Geostatistical Modeling","M. Blanca Palacios#Mark F. J Steel",222,474,2006,17
"Primary Article","On the Large-Sample Minimal Coverage Probability of Confidence Intervals After Model Selection","Paul Kabaila#Hannes Leeb",111,474,2006,18
"Primary Article","On Sliced Inverse Regression With High-Dimensional Covariates","Lixing Zhu#Baiqi Miao#Heng Peng",170,474,2006,19
"Primary Article","Bounded-Influence Robust Estimation in Generalized Linear Latent Variable Models","Irini Moustaki#Maria-Pia Victoria-Feser",67,474,2006,20
"Primary Article","Outlier Detection in Multivariate Time Series by Projection Pursuit","Pedro Galeano#Daniel Peña#Ruey S Tsay",176,474,2006,21
"Primary Article","Semiparametric Transformation Models for Survival Data With a Cure Fraction","Donglin Zeng#Guosheng Yin#Joseph G Ibrahim",164,474,2006,22
"Primary Article","Inference in Semiparametric Dynamic Models for Binary Longitudinal Data","Siddhartha Chib#Ivan Jeliazkov",124,474,2006,23
"Primary Article","Nonparametric Density Estimation From Covariate Information","Ryan T Elmore#Peter Hall#Vladimir S Troynikov",60,474,2006,24
"Primary Article","Estimating Mean Dimensionality of Analysis of Variance Decompositions","Ruixue Liu#Art B Owen",98,474,2006,25
"Primary Article","Testing for Covariate Effects in the Fully Nonparametric Analysis of Covariance Model","Lan Wang#Michael G Akritas",64,474,2006,26
"Primary Article","On δ-Equivalence With the Best in k-Sample Models","H Finner#K Strassburger",41,474,2006,27
"Primary Article","Optimal Designs for Dose–Response Models With Restricted Design Spaces","Stefanie Biedermann#Holger Dette#Wei Zhu",118,474,2006,28
"Primary Article","Bayesian Sample Size Determination for Case-Control Studies","Cyr Emile M'Lan#Lawrence Joseph#David B Wolfson",67,474,2006,29
"Primary Article","Bayesian-Optimal Design via Interacting Particle Systems","Billy Amzal#Frédéric Y Bois#Eric Parent#Christian P Robert",131,474,2006,30
"Primary Article","A Class of Latent Marginal Models for Capture–Recapture Data With Continuous Covariates","Francesco Bartolucci#Antonio Forcina",79,474,2006,31
"Primary Article","Large-Sample Joint Posterior Approximations When Full Conditionals Are Approximately NormalApplication to Generalized Linear Mixed Models","Chun-Lung Su#Wesley O Johnson",52,474,2006,32
"Primary Article","On the Correlation Matrix of the Discrete Fourier Transform and the Fast Solution of Large Toeplitz Systems for Long-Memory Time Series","Willa W Chen#Clifford M Hurvich#Yi Lu",124,474,2006,33
"Primary Article","A Constructive Representation of Univariate Skewed Distributions","José T. A. S Ferreira#Mark F. J Steel",141,474,2006,34
"Primary Article","On Convergence and Bias Correction of a Joint Estimation Algorithm for Multiple Sinusoidal Frequencies","Kai-Sheng Song#Ta-Hsin Li",46,474,2006,35
"Book Review","Book Reviews","",34,474,2006,36
"Book Review","Encyclopedia of Biostatistics","Joseph Cavanaugh",62,474,2006,37
"Book Review","Bayesian Models for Categorical Data","David H Annis",53,474,2006,38
"Book Review","Probability: A Graduate Course","Damir Filipovic",44,474,2006,39
"Book Review","Stochastic Inequalities and Applications","Marc Yor",48,474,2006,40
"Book Review","Statistical Inference for Ergodic Diffusion Processes","Peter C Kiessler",63,474,2006,41
"Book Review","Testing Statistical Hypotheses","Andrew A Neath",141,474,2006,42
"Book Review","Modeling and Inverse Problems in Image Analysis","Don Geman",34,474,2006,43
"Book Review","Inference for Change Point and Post Change Means After a CUSUM Test","Vladimir Dragalin",62,474,2006,44
"Book Review","The Analysis of Means: A Graphical Method for Comparing Means, Rates, and Proportions","Thomas E Bradstreet",68,474,2006,45
"Book Review","Statistics and Finance: An Introduction","Eric Zivot",115,474,2006,46
"Book Review","Theory of Financial Risk and Derivative Pricing: From Statistical Physics to Risk Management","Wolfgang Breymann",63,474,2006,47
"Book Review","Nonparametric Statistical Methods for Complete and Censored Data","Edsel A Peña",42,474,2006,48
"Book Review","Design and Analysis of Experiments, Vol. 2: Advanced Experimental Design","Kathleen F Kerr",36,474,2006,49
"Book Review","Analyzing Rater Agreement: Manifest Variable Methods","Pankaj K Choudhary",42,474,2006,50
"Book Review","Estimation in Surveys With Nonresponse","Mariano Ruiz Espejo#Miguel Delgado Pineda",46,474,2006,51
"Book Review","Clustering for Data Mining: A Data Recovery Approach","Samuel E Buttrey",82,474,2006,52
"Book Review","An Introduction to Bioinformatics Algorithms","Webb Miller",88,474,2006,53
"Book Review","Statistics for Microarrays: Design, Analysis and Inference","J. Wade Davis",36,474,2006,54
"Book Review","Computational Statistics","Galin L Jones",86,474,2006,55
"Book Review","Developing Statistical Software in Fortran 95","Ross Ihaka",30,474,2006,56
"Book Review","An R and S-Plus® Companion to Multivariate Analysis","Ulric J Lund",38,474,2006,57
"Book Review","Analysis of Clinical Trials Using SAS®: A Practical Guide","Valerie L Durkalski",54,474,2006,58
"Book Review","Telegraphic Reviews","",29,474,2006,59
"Primary Article","Correction to Censored Regression Quantiles by S. Portnoy, 98 (2003), 1001–1012","Tereza Neocleous#Karlien Vanden Branden#Stephen Portnoy",94,474,2006,60
"Primary Article","Inverse Decision TheoryCharacterizing Losses for a Decision Rule With Applications in Cervical Cancer Screening","Richard J Swartz#Dennis D Cox#Scott B Cantor#Kalatu Davies#Michele Follen",66,473,2006,1
"Primary Article","Bayesian Model Averaging With Applications to Benchmark Dose Estimation for Arsenic in Drinking Water","Knashawn H Morales#Joseph G Ibrahim#Chien-Jen Chen#Louise M Ryan",137,473,2006,2
"Primary Article","A Quantitative Study of Gene Regulation Involved in the Immune Response of Anopheline MosquitoesAn Application of Bayesian Hierarchical Clustering of Curves","Nicholas A Heard#Christopher C Holmes#David A Stephens",182,473,2006,3
"Primary Article","Quality Control and Robust Estimation for cDNA Microarrays With Replicates","Raphael Gottardo#Adrian E Raftery#Ka Yee Yeung#Roger E Bumgarner",49,473,2006,4
"Primary Article","Estimation of Expression Indexes for Oligonucleotide Arrays Using the Singular Value Decomposition","Jianhua Hu#Fred A Wright#Fei Zou",51,473,2006,5
"Primary Article","Causal Vaccine Effects on Binary Postinfection Outcomes","Michael G Hudgens#M. Elizabeth Halloran",102,473,2006,6
"Primary Article","Piecewise Constant Cross-Ratio Estimation for Association of Age at a Marker Event and Age at Menopause","Bin Nan#Xihong Lin#Lynda D Lisabeth#Siobán D Harlow",71,473,2006,7
"Primary Article","Adaptive ThresholdsMonitoring Streams of Network Counts","Diane Lambert#Chuanhai Liu",88,473,2006,8
"Primary Article","Likelihood-Based Inference on Haplotype Effects in Genetic Association Studies","D. Y Lin#D Zeng",105,473,2006,9
"Primary Article","Comment","Chiara Sabatti",40,473,2006,10
"Primary Article","Comment","Glen A Satten#Andrew S Allen#Michael P Epstein",35,473,2006,11
"Primary Article","Comment","Nilanjan Chatterjee#Christine Spinka#Jinbo Chen#Raymond J Carroll",35,473,2006,12
"Primary Article","Comment","Jung-Ying Tzeng#Kathryn Roeder",30,473,2006,13
"Primary Article","Comment","Hongzhe Li",28,473,2006,14
"Primary Article","Rejoinder","D. Y Lin#D Zeng",32,473,2006,15
"Primary Article","Prediction by Supervised Principal Components","Eric Bair#Trevor Hastie#Debashis Paul#Robert Tibshirani",740,473,2006,16
"Primary Article","Convexity, Classification, and Risk Bounds","Peter L Bartlett#Michael I Jordan#Jon D McAuliffe",610,473,2006,17
"Primary Article","Objective Bayesian Variable Selection","George Casella#Elías Moreno",221,473,2006,18
"Primary Article","Variable Selection for Model-Based Clustering","Adrian E Raftery#Nema Dean",463,473,2006,19
"Primary Article","Order-Based Dependent Dirichlet Processes","J. E Griffin#M. F. J Steel",388,473,2006,20
"Primary Article","Partial Linear Regression Models for Clustered Data","Kani Chen#Zhezhen Jin",125,473,2006,21
"Primary Article","A Note on Lack-of-Fit Tests for Linear Models Without Replication","Zhaohui Su#Shie-Shien Yang",69,473,2006,22
"Primary Article","Improved Estimation of Dissimilarities by Presmoothing Functional Data","David B Hitchcock#George Casella#James G Booth",60,473,2006,23
"Primary Article","Structural Break Estimation for Nonstationary Time Series Models","Richard A Davis#Thomas C. M Lee#Gabriel A Rodriguez-Yam",383,473,2006,24
"Primary Article","Discrimination of Locally Stationary Time Series Based on the Excess Mass Functional","Gabriel Chandler#Wolfgang Polonik",46,473,2006,25
"Primary Article","Fiducial Generalized Confidence Intervals","Jan Hannig#Hari Iyer#Paul Patterson",144,473,2006,26
"Primary Article","Parameter Estimation for the Truncated Pareto Distribution","Inmaculada B Aban#Mark M Meerschaert#Anna K Panorska",311,473,2006,27
"Primary Article","Sample Size Determination for Robust Bayesian Analysis","Fulvio De Santis",98,473,2006,28
"Primary Article","High-Breakdown Inference for Mixed Linear Models","Samuel Copt#Maria-Pia Victoria-Feser",72,473,2006,29
"Primary Article","Estimation of Finite Population Domain MeansA Model-Assisted Empirical Best Prediction Approach","Jiming Jiang#P Lahiri",91,473,2006,30
